1838E | Gold Transfer,https://codeforces.com/problemset/problem/1535/E,"binary search,data structures,dp,greedy,interactive,trees"
1838D | Playoff Tournament,https://codeforces.com/problemset/problem/1535/D,"data structures,dfs and similar,dp,implementation,trees"
1838C | Unstable String,https://codeforces.com/problemset/problem/1535/C,"binary search,dp,greedy,implementation,strings,two pointers"
1838B | Array Reodering,https://codeforces.com/problemset/problem/1535/B,"brute force,greedy,math,number theory,sortings"
1838A | Fair Playoff,https://codeforces.com/problemset/problem/1535/A,"brute force,implementation"
1837F | Lost Nodes,https://codeforces.com/problemset/problem/1534/H,"constructive algorithms,dp,graphs,interactive,sortings,trees"
1837E | A New Beginning,https://codeforces.com/problemset/problem/1534/G,"data structures,dp,geometry,sortings"
1837D | Falling Sand (Hard Version),https://codeforces.com/problemset/problem/1534/F2,"dfs and similar,dp,graphs,greedy"
1837C | Falling Sand (Easy Version),https://codeforces.com/problemset/problem/1534/F1,"dfs and similar,graphs,greedy"
1837B | Lost Array,https://codeforces.com/problemset/problem/1534/E,"graphs,greedy,interactive,shortest paths"
1837A | Lost Tree,https://codeforces.com/problemset/problem/1534/D,"constructive algorithms,interactive,trees"
1836B | Little Alawn's Puzzle,https://codeforces.com/problemset/problem/1534/C,"combinatorics,dp,dsu,graphs,math"
1836A | Histogram Ugliness,https://codeforces.com/problemset/problem/1534/B,"greedy,implementation,math"
1835F | Colour the Flag,https://codeforces.com/problemset/problem/1534/A,"brute force,implementation"
1835E | Pawns,https://codeforces.com/problemset/problem/1533/J,*special problem
1835D | Excursions,https://codeforces.com/problemset/problem/1533/I,"*special problem,constructive algorithms,dfs and similar,flows,graph matchings,graphs"
1835C | Submatrices,https://codeforces.com/problemset/problem/1533/H,"*special problem,bitmasks,data structures,dp"
1835B | Biome Map,https://codeforces.com/problemset/problem/1533/G,"*special problem,constructive algorithms,dfs and similar,graphs"
1835A | Binary String Partition,https://codeforces.com/problemset/problem/1533/F,"*special problem,binary search,greedy"
1834F | Chess Team Forming,https://codeforces.com/problemset/problem/1533/E,"*special problem,binary search,data structures,greedy"
1834E | String Searching,https://codeforces.com/problemset/problem/1533/D,"*special problem,hashing"
1834D | Sweets,https://codeforces.com/problemset/problem/1533/C,"*special problem,data structures,implementation"
1834C | Nearest Point Function,https://codeforces.com/problemset/problem/1533/B,"*special problem,implementation"
1834B | Travel to Bertown,https://codeforces.com/problemset/problem/1533/A,"*special problem,implementation,math"
1834A | Prefixes and Suffixes,https://codeforces.com/problemset/problem/1532/F,"*special problem,strings"
1833G | Good Array,https://codeforces.com/problemset/problem/1532/E,*special problem
1833F | Teams Forming,https://codeforces.com/problemset/problem/1532/D,"*special problem,sortings"
1833E | Uniform String,https://codeforces.com/problemset/problem/1532/C,"*special problem,implementation"
1833D | Frog Jumping,https://codeforces.com/problemset/problem/1532/B,"*special problem,math"
1833C | A+B (Trial Problem),https://codeforces.com/problemset/problem/1532/A,*special problem
1833B | Сортировка слиянием,https://codeforces.com/problemset/problem/1531/E3,"*special problem,binary search"
1833A | Сортировка слиянием,https://codeforces.com/problemset/problem/1531/E2,"*special problem,*special problem,brute force"
1832F | Сортировка слиянием,https://codeforces.com/problemset/problem/1531/E1,*special problem
1832E | Редактируем Зингер | color,https://codeforces.com/problemset/problem/1531/D,"*special problem,*special problem"
1832D2 | Симметричный амфитеатр,https://codeforces.com/problemset/problem/1531/C,"*special problem,constructive algorithms,dp"
1832D1 | Мониторинг,https://codeforces.com/problemset/problem/1531/B2,*special problem
1832C | Мониторинг,https://codeforces.com/problemset/problem/1531/B1,"*special problem,*special problem"
1832B | Зингер | color,https://codeforces.com/problemset/problem/1531/A,"*special problem,implementation"
1832A | Turing's Award,https://codeforces.com/problemset/problem/1530/H,"data structures,dp"
1831B | What a Reversal,https://codeforces.com/problemset/problem/1530/G,constructive algorithms
1831A | Bingo,https://codeforces.com/problemset/problem/1530/F,"bitmasks,combinatorics,dp,math,probabilities"
1830F | Minimax,https://codeforces.com/problemset/problem/1530/E,"constructive algorithms,greedy,strings"
1830E | Secret Santa,https://codeforces.com/problemset/problem/1530/D,"constructive algorithms,flows,graphs,greedy,math"
1830D | Pursuit,https://codeforces.com/problemset/problem/1530/C,"binary search,brute force,greedy,sortings"
1830C | Putting Plates,https://codeforces.com/problemset/problem/1530/B,"constructive algorithms,implementation"
1830B | Binary Decimal,https://codeforces.com/problemset/problem/1530/A,"greedy,math"
1830A | Sifid and Strange Subsequences,https://codeforces.com/problemset/problem/1529/B,"greedy,math,sortings"
1829H | Eshag Loves Big Arrays,https://codeforces.com/problemset/problem/1529/A,"constructive algorithms,greedy,math"
1829G | AmShZ Farm,https://codeforces.com/problemset/problem/1528/F,"combinatorics,fft,math"
1829F | Mashtali and Hagh Trees,https://codeforces.com/problemset/problem/1528/E,"combinatorics,dp,trees"
"1829E | It's a bird! No, it's a plane! No, it's AaParsa!",https://codeforces.com/problemset/problem/1528/D,"constructive algorithms,graphs,shortest paths"
1829D | Trees of Tranquillity,https://codeforces.com/problemset/problem/1528/C,"data structures,dfs and similar,greedy,trees"
1829C | Kavi on Pairing Duty,https://codeforces.com/problemset/problem/1528/B,"combinatorics,dp,math"
1829B | Parsa's Humongous Tree,https://codeforces.com/problemset/problem/1528/A,"dfs and similar,divide and conquer,dp,greedy,trees"
1829A | Partition Game,https://codeforces.com/problemset/problem/1527/E,"binary search,data structures,divide and conquer,dp"
1828B | MEX Tree,https://codeforces.com/problemset/problem/1527/D,"combinatorics,dfs and similar,implementation,math,trees"
1828A | Sequence Pair Weight,https://codeforces.com/problemset/problem/1527/C,"hashing,implementation,math"
1827F | Palindrome Game (hard version),https://codeforces.com/problemset/problem/1527/B2,"constructive algorithms,games"
1827E | Palindrome Game (easy version),https://codeforces.com/problemset/problem/1527/B1,"constructive algorithms,games"
1827D | And Then There Were K,https://codeforces.com/problemset/problem/1527/A,bitmasks
1827C | Median Queries,https://codeforces.com/problemset/problem/1526/F,"constructive algorithms,interactive,probabilities"
1827B2 | Oolimry and Suffix Array,https://codeforces.com/problemset/problem/1526/E,"combinatorics,constructive algorithms,math"
1827B1 | Kill Anton,https://codeforces.com/problemset/problem/1526/D,"brute force,constructive algorithms,data structures,math,strings"
1827A | Potions (Hard Version),https://codeforces.com/problemset/problem/1526/C2,"data structures,greedy"
1826F | Potions (Easy Version),https://codeforces.com/problemset/problem/1526/C1,"brute force,data structures,dp,greedy"
1826E | I Hate 1111,https://codeforces.com/problemset/problem/1526/B,"dp,math,number theory"
1826D | Mean Inequality,https://codeforces.com/problemset/problem/1526/A,"constructive algorithms,sortings"
1826C | Goblins And Gnomes,https://codeforces.com/problemset/problem/1525/F,"brute force,dp,flows,graph matchings"
1826B | Assimilation IV,https://codeforces.com/problemset/problem/1525/E,"combinatorics,dp,math,probabilities,two pointers"
1826A | Armchairs,https://codeforces.com/problemset/problem/1525/D,"dp,flows,graph matchings,greedy"
1825B | Robot Collisions,https://codeforces.com/problemset/problem/1525/C,"data structures,greedy,implementation,sortings"
1825A | Permutation Sort,https://codeforces.com/problemset/problem/1525/B,"constructive algorithms,greedy"
1824E | Potion-making,https://codeforces.com/problemset/problem/1525/A,"math,number theory"
1843F2 | Hopping Around the Array,https://codeforces.com/problemset/problem/1523/H,"data structures,dp"
1843F1 | Try Booking,https://codeforces.com/problemset/problem/1523/G,"data structures,divide and conquer"
1843E | Favorite Game,https://codeforces.com/problemset/problem/1523/F,"bitmasks,dp"
1843D | Crypto Lights,https://codeforces.com/problemset/problem/1523/E,"combinatorics,dp,math,probabilities"
1843C | Love-Hate,https://codeforces.com/problemset/problem/1523/D,"bitmasks,brute force,dp,probabilities"
1843B | Compression and Expansion,https://codeforces.com/problemset/problem/1523/C,"brute force,data structures,greedy,implementation,trees"
1843A | Lord of the Values,https://codeforces.com/problemset/problem/1523/B,constructive algorithms
1841F | Game of Life,https://codeforces.com/problemset/problem/1523/A,implementation
1841E | Nastia and a Beautiful Matrix,https://codeforces.com/problemset/problem/1521/E,"binary search,constructive algorithms,dp,greedy"
1841D | Nastia Plays with a Tree,https://codeforces.com/problemset/problem/1521/D,"constructive algorithms,data structures,dfs and similar,dp,dsu,greedy,implementation,trees"
1841C | Nastia and a Hidden Permutation,https://codeforces.com/problemset/problem/1521/C,"constructive algorithms,interactive"
1841B | Nastia and a Good Array,https://codeforces.com/problemset/problem/1521/B,"constructive algorithms,math,number theory"
1841A | Nastia and Nearly Good Numbers,https://codeforces.com/problemset/problem/1521/A,"constructive algorithms,math,number theory"
1840G2 | To Go Or Not To Go?,https://codeforces.com/problemset/problem/1520/G,"brute force,dfs and similar,graphs,greedy,implementation,shortest paths"
1840G1 | Guess the K-th Zero (Hard version),https://codeforces.com/problemset/problem/1520/F2,"binary search,constructive algorithms,data structures,interactive"
1840F | Guess the K-th Zero (Easy version),https://codeforces.com/problemset/problem/1520/F1,"binary search,interactive"
1840E | Arranging The Sheep,https://codeforces.com/problemset/problem/1520/E,"greedy,math"
1840D | Same Differences,https://codeforces.com/problemset/problem/1520/D,"data structures,hashing,math"
1840C | Not Adjacent Matrix,https://codeforces.com/problemset/problem/1520/C,constructive algorithms
1840B | Ordinary Numbers,https://codeforces.com/problemset/problem/1520/B,"brute force,math,number theory"
1840A | Do Not Be Distracted!,https://codeforces.com/problemset/problem/1520/A,"brute force,implementation"
1839E | Chests and Keys,https://codeforces.com/problemset/problem/1519/F,"bitmasks,brute force,dfs and similar,dp,flows"
1839D | Off by One,https://codeforces.com/problemset/problem/1519/E,"constructive algorithms,dfs and similar,geometry,graphs,sortings,trees"
1839C | Maximum Sum of Products,https://codeforces.com/problemset/problem/1519/D,"brute force,dp,implementation,math,two pointers"
1839B | Berland Regional,https://codeforces.com/problemset/problem/1519/C,"brute force,data structures,greedy,number theory,sortings"
1839A | The Cake Is a Lie,https://codeforces.com/problemset/problem/1519/B,"dp,math"
1838F | Red and Blue Beans,https://codeforces.com/problemset/problem/1519/A,math
1838E | Fly Around the World,https://codeforces.com/problemset/problem/1517/H,"dp,geometry"
1838D | Starry Night Camping,https://codeforces.com/problemset/problem/1517/G,"constructive algorithms,flows,graphs"
1838C | Reunion,https://codeforces.com/problemset/problem/1517/F,"combinatorics,dp,trees"
1838B | Group Photo,https://codeforces.com/problemset/problem/1517/E,"binary search,data structures,implementation,two pointers"
1838A | Explorer Space,https://codeforces.com/problemset/problem/1517/D,"dp,graphs,shortest paths"
1837F | Fillomino 2,https://codeforces.com/problemset/problem/1517/C,"constructive algorithms,dfs and similar,greedy,implementation"
1837E | Morning Jogging,https://codeforces.com/problemset/problem/1517/B,"constructive algorithms,greedy,sortings"
1837D | Sum of 2050,https://codeforces.com/problemset/problem/1517/A,"greedy,math"
1837C | Baby Ehab Plays with Permutations,https://codeforces.com/problemset/problem/1516/E,"combinatorics,dp,math"
1837B | Cut,https://codeforces.com/problemset/problem/1516/D,"binary search,data structures,dp,graphs,number theory,two pointers"
1837A | Baby Ehab Partitions Again,https://codeforces.com/problemset/problem/1516/C,"bitmasks,constructive algorithms,dp,math"
1836B | AGAGA XOOORRR,https://codeforces.com/problemset/problem/1516/B,"bitmasks,brute force,dp,greedy"
1836A | Tit for Tat,https://codeforces.com/problemset/problem/1516/A,greedy
1835F | Phoenix and Diamonds,https://codeforces.com/problemset/problem/1515/I,"binary search,data structures,sortings"
1835E | Phoenix and Bits,https://codeforces.com/problemset/problem/1515/H,"bitmasks,brute force,data structures,sortings"
1835D | Phoenix and Odometers,https://codeforces.com/problemset/problem/1515/G,"dfs and similar,graphs,math,number theory"
1835C | Phoenix and Earthquake,https://codeforces.com/problemset/problem/1515/F,"constructive algorithms,dfs and similar,dsu,graphs,greedy,trees"
1835B | Phoenix and Computers,https://codeforces.com/problemset/problem/1515/E,"combinatorics,dp,math"
1835A | Phoenix and Socks,https://codeforces.com/problemset/problem/1515/D,"greedy,sortings,two pointers"
1834F | Phoenix and Towers,https://codeforces.com/problemset/problem/1515/C,"constructive algorithms,data structures,greedy"
1834E | Phoenix and Puzzle,https://codeforces.com/problemset/problem/1515/B,"brute force,geometry,math,number theory"
1834D | Phoenix and Gold,https://codeforces.com/problemset/problem/1515/A,"constructive algorithms,greedy,math"
1834C | Baby Ehab's Hyper Apartment,https://codeforces.com/problemset/problem/1514/E,"binary search,graphs,interactive,sortings,two pointers"
1834B | Cut and Stick,https://codeforces.com/problemset/problem/1514/D,"binary search,data structures,greedy,implementation,sortings"
1834A | Product 1 Modulo N,https://codeforces.com/problemset/problem/1514/C,"greedy,number theory"
"1833G | AND 0, Sum Big",https://codeforces.com/problemset/problem/1514/B,"bitmasks,combinatorics,math"
1833F | Perfectly Imperfect Array,https://codeforces.com/problemset/problem/1514/A,"math,number theory"
1833E | Swapping Problem,https://codeforces.com/problemset/problem/1513/F,"brute force,constructive algorithms,data structures,sortings"
1833D | Cost Equilibrium,https://codeforces.com/problemset/problem/1513/E,"combinatorics,constructive algorithms,math,sortings"
1833C | GCD and MST,https://codeforces.com/problemset/problem/1513/D,"constructive algorithms,dsu,graphs,greedy,number theory,sortings"
1833B | Add One,https://codeforces.com/problemset/problem/1513/C,"dp,matrices"
1833A | AND Sequences,https://codeforces.com/problemset/problem/1513/B,"bitmasks,combinatorics,constructive algorithms,math"
1832F | Array and Peaks,https://codeforces.com/problemset/problem/1513/A,"constructive algorithms,implementation"
1832E | Short Task,https://codeforces.com/problemset/problem/1512/G,"brute force,dp,math,number theory"
1832D2 | Education,https://codeforces.com/problemset/problem/1512/F,"brute force,dp,greedy,implementation"
1832D1 | Permutation by Sum,https://codeforces.com/problemset/problem/1512/E,"brute force,greedy,math"
1832C | Corrupted Array,https://codeforces.com/problemset/problem/1512/D,"constructive algorithms,data structures,greedy"
1832B | A-B Palindrome,https://codeforces.com/problemset/problem/1512/C,"constructive algorithms,implementation,strings"
1832A | Almost Rectangle,https://codeforces.com/problemset/problem/1512/B,implementation
1831B | Spy Detected!,https://codeforces.com/problemset/problem/1512/A,"brute force,implementation"
1831A | Chips on a Board,https://codeforces.com/problemset/problem/1511/G,"bitmasks,brute force,data structures,dp,games,two pointers"
1830F | Chainword,https://codeforces.com/problemset/problem/1511/F,"brute force,data structures,dp,matrices,string suffix structures,strings"
1830E | Colorings and Dominoes,https://codeforces.com/problemset/problem/1511/E,"combinatorics,dp,greedy,math"
1830D | Min Cost String,https://codeforces.com/problemset/problem/1511/D,"brute force,constructive algorithms,graphs,greedy,strings"
1830C | Yet Another Card Deck,https://codeforces.com/problemset/problem/1511/C,"brute force,data structures,implementation,trees"
1830B | GCD Length,https://codeforces.com/problemset/problem/1511/B,"constructive algorithms,math,number theory"
1830A | Review Site,https://codeforces.com/problemset/problem/1511/A,greedy
1829H | King's Task,https://codeforces.com/problemset/problem/1510/K,"brute force,graphs,implementation"
1829G | Japanese Game,https://codeforces.com/problemset/problem/1510/J,"constructive algorithms,math"
1829F | Is It Rated?,https://codeforces.com/problemset/problem/1510/I,"greedy,interactive,math,probabilities"
1829E | Hard Optimization,https://codeforces.com/problemset/problem/1510/H,dp
1829D | Guide,https://codeforces.com/problemset/problem/1510/G,
1829D | Fiber Shape,https://codeforces.com/problemset/problem/1510/F,
1829D | Equilibrium Point /\textbackslash/\textbackslash,https://codeforces.com/problemset/problem/1510/E,
1829D | Digits,https://codeforces.com/problemset/problem/1510/D,"dp,math,number theory"
1829C | Cactus Not Enough,https://codeforces.com/problemset/problem/1510/C,"dfs and similar,graph matchings,graphs"
1829B | Button Lock,https://codeforces.com/problemset/problem/1510/B,"flows,graph matchings,graphs"
1829A | ASCII Automata Art,https://codeforces.com/problemset/problem/1510/A,
1829A | The Sports Festival,https://codeforces.com/problemset/problem/1509/C,"dp,greedy"
1828B | TMT Document,https://codeforces.com/problemset/problem/1509/B,greedy
1828A | Average Height,https://codeforces.com/problemset/problem/1509/A,constructive algorithms
1827F | Optimal Encoding,https://codeforces.com/problemset/problem/1508/F,"brute force,data structures"
1827E | Tree Calendar,https://codeforces.com/problemset/problem/1508/E,"brute force,constructive algorithms,data structures,dfs and similar,sortings,trees"
1827D | Swap Pass,https://codeforces.com/problemset/problem/1508/D,"constructive algorithms,geometry,sortings"
1827C | Complete the MST,https://codeforces.com/problemset/problem/1508/C,"bitmasks,brute force,data structures,dfs and similar,dsu,graphs,greedy,trees"
1827B2 | Almost Sorted,https://codeforces.com/problemset/problem/1508/B,"binary search,combinatorics,constructive algorithms,implementation"
1827B1 | Binary Literature,https://codeforces.com/problemset/problem/1508/A,"constructive algorithms,greedy,implementation,strings,two pointers"
1827A | Maximize the Remaining String,https://codeforces.com/problemset/problem/1506/G,"brute force,data structures,dp,greedy,strings"
1826F | Triangular Paths,https://codeforces.com/problemset/problem/1506/F,"constructive algorithms,graphs,math,shortest paths,sortings"
1826E | Restoring the Permutation,https://codeforces.com/problemset/problem/1506/E,"constructive algorithms,implementation"
1826D | Epic Transformation,https://codeforces.com/problemset/problem/1506/D,"constructive algorithms,data structures,greedy"
1826C | Double-ended Strings,https://codeforces.com/problemset/problem/1506/C,"brute force,implementation,strings"
1826B | Partial Replacement,https://codeforces.com/problemset/problem/1506/B,"greedy,implementation"
1843F2 | Strange Table,https://codeforces.com/problemset/problem/1506/A,math
"1843F1 | Mysterious language again, seriously?",https://codeforces.com/problemset/problem/1505/I,*special problem
1843E | L BREAK into program,https://codeforces.com/problemset/problem/1505/H,*special problem
1843D | Encoded message,https://codeforces.com/problemset/problem/1505/G,"*special problem,implementation"
1843C | Math,https://codeforces.com/problemset/problem/1505/F,"*special problem,math"
1843B | Cakewalk,https://codeforces.com/problemset/problem/1505/E,"*special problem,greedy,implementation,shortest paths"
1843A | Xenolith? Hippodrome?,https://codeforces.com/problemset/problem/1505/D,"*special problem,number theory"
1841F | Fibonacci Words,https://codeforces.com/problemset/problem/1505/C,"*special problem,implementation"
1841E | DMCA,https://codeforces.com/problemset/problem/1505/B,"*special problem,implementation,number theory"
1841D | Is it rated - 2,https://codeforces.com/problemset/problem/1505/A,"*special problem,implementation,interactive"
1841C | Flip the Bits,https://codeforces.com/problemset/problem/1504/B,"constructive algorithms,greedy,implementation,math"
1841B | Déjà Vu,https://codeforces.com/problemset/problem/1504/A,"constructive algorithms,strings"
1841A | Balance the Cards,https://codeforces.com/problemset/problem/1503/F,"constructive algorithms,data structures,divide and conquer,geometry,graphs,implementation"
1840G2 | 2-Coloring,https://codeforces.com/problemset/problem/1503/E,"combinatorics,dp,math"
1840G1 | Flip the Cards,https://codeforces.com/problemset/problem/1503/D,"2-sat,constructive algorithms,data structures,greedy,sortings,two pointers"
1840F | Travelling Salesman Problem,https://codeforces.com/problemset/problem/1503/C,"binary search,data structures,dp,greedy,shortest paths,sortings,two pointers"
1840E | 3-Coloring,https://codeforces.com/problemset/problem/1503/B,"constructive algorithms,games,interactive"
1840D | Balance the Bits,https://codeforces.com/problemset/problem/1503/A,"constructive algorithms,greedy"
1840C | Napoleon Cake,https://codeforces.com/problemset/problem/1501/B,"dp,implementation,sortings"
1840B | Alexey and Train,https://codeforces.com/problemset/problem/1501/A,implementation
1840A | Cupboards Jumps,https://codeforces.com/problemset/problem/1500/F,dp
1839E | Subset Trick,https://codeforces.com/problemset/problem/1500/E,"binary search,data structures"
1839D | Tiles for Bathroom,https://codeforces.com/problemset/problem/1500/D,"data structures,sortings,two pointers"
1839C | Matrix Sorting,https://codeforces.com/problemset/problem/1500/C,"bitmasks,brute force,constructive algorithms,greedy,two pointers"
1839B | Two chandeliers,https://codeforces.com/problemset/problem/1500/B,"binary search,brute force,chinese remainder theorem,math,number theory"
1839A | Going Home,https://codeforces.com/problemset/problem/1500/A,"brute force,hashing,implementation,math"
1838F | Graph Coloring,https://codeforces.com/problemset/problem/1499/G,"data structures,graphs,interactive"
1838E | Diameter Cuts,https://codeforces.com/problemset/problem/1499/F,"combinatorics,dfs and similar,dp,trees"
1838D | Chaotic Merge,https://codeforces.com/problemset/problem/1499/E,"combinatorics,dp,math,strings"
1838C | The Number of Pairs,https://codeforces.com/problemset/problem/1499/D,"dp,math,number theory"
1838B | Minimum Grid Path,https://codeforces.com/problemset/problem/1499/C,"brute force,data structures,greedy,math"
1838A | Binary Removals,https://codeforces.com/problemset/problem/1499/B,"brute force,dp,greedy,implementation"
1837F | Domino on Windowsill,https://codeforces.com/problemset/problem/1499/A,"combinatorics,constructive algorithms,math"
1837E | Christmas Game,https://codeforces.com/problemset/problem/1498/F,"bitmasks,data structures,dfs and similar,dp,games,math,trees"
1837D | Two Houses,https://codeforces.com/problemset/problem/1498/E,"brute force,graphs,greedy,interactive,sortings"
1837C | Bananas in a Microwave,https://codeforces.com/problemset/problem/1498/D,"dfs and similar,dp,graphs,implementation"
1837B | Planar Reflections,https://codeforces.com/problemset/problem/1498/C,"brute force,data structures,dp"
1837A | Box Fitting,https://codeforces.com/problemset/problem/1498/B,"binary search,bitmasks,data structures,greedy"
1836B | GCD Sum,https://codeforces.com/problemset/problem/1498/A,"brute force,math"
1836A | Square-free division (hard version),https://codeforces.com/problemset/problem/1497/E2,"data structures,dp,greedy,math,number theory,two pointers"
1835F | Square-Free Division (easy version),https://codeforces.com/problemset/problem/1497/E1,"data structures,dp,greedy,math,number theory,two pointers"
1835E | Genius,https://codeforces.com/problemset/problem/1497/D,"bitmasks,dp,graphs,number theory"
1835D | k-LCM (hard version),https://codeforces.com/problemset/problem/1497/C2,"constructive algorithms,math"
1835C | k-LCM (easy version),https://codeforces.com/problemset/problem/1497/C1,"constructive algorithms,math"
1835B | M-arrays,https://codeforces.com/problemset/problem/1497/B,"constructive algorithms,greedy,math"
1835A | Meximization,https://codeforces.com/problemset/problem/1497/A,"brute force,data structures,greedy,sortings"
1834F | Max and Mex,https://codeforces.com/problemset/problem/1496/B,math
1834E | Split it!,https://codeforces.com/problemset/problem/1496/A,"brute force,constructive algorithms,greedy,strings"
1834D | Squares,https://codeforces.com/problemset/problem/1495/F,"constructive algorithms,data structures,dp,graphs,trees"
1834C | Qingshan and Daniel,https://codeforces.com/problemset/problem/1495/E,"brute force,data structures,greedy,implementation"
1834B | BFS Trees,https://codeforces.com/problemset/problem/1495/D,"combinatorics,dfs and similar,graphs,math,shortest paths,trees"
1834A | Garden of the Sun,https://codeforces.com/problemset/problem/1495/C,"constructive algorithms,graphs"
1833G | Let's Go Hiking,https://codeforces.com/problemset/problem/1495/B,"games,greedy"
1833F | Diamond Miner,https://codeforces.com/problemset/problem/1495/A,"geometry,greedy,math,sortings"
1833E | Delete The Edges,https://codeforces.com/problemset/problem/1494/F,"brute force,constructive algorithms,dfs and similar,graphs,implementation"
1833D | A-Z Graph,https://codeforces.com/problemset/problem/1494/E,"constructive algorithms,data structures,graphs,hashing"
1833C | Dogeforces,https://codeforces.com/problemset/problem/1494/D,"constructive algorithms,data structures,dfs and similar,divide and conquer,dsu,greedy,sortings,trees"
1833B | 1D Sokoban,https://codeforces.com/problemset/problem/1494/C,"binary search,dp,greedy,implementation,two pointers"
1833A | Berland Crossword,https://codeforces.com/problemset/problem/1494/B,"bitmasks,brute force,greedy,implementation"
1832F | ABC String,https://codeforces.com/problemset/problem/1494/A,"bitmasks,brute force,implementation"
1832E | Enchanted Matrix,https://codeforces.com/problemset/problem/1493/F,"bitmasks,interactive,number theory"
1832D2 | Enormous XOR,https://codeforces.com/problemset/problem/1493/E,"bitmasks,constructive algorithms,greedy,math,strings,two pointers"
1832D1 | GCD of an Array,https://codeforces.com/problemset/problem/1493/D,"brute force,data structures,hashing,implementation,math,number theory,sortings,two pointers"
1832C | K-beautiful Strings,https://codeforces.com/problemset/problem/1493/C,"binary search,brute force,constructive algorithms,greedy,strings"
1832B | Planet Lapituletti,https://codeforces.com/problemset/problem/1493/B,"brute force,implementation"
1832A | Anti-knapsack,https://codeforces.com/problemset/problem/1493/A,"constructive algorithms,greedy"
1831B | Almost Fault-Tolerant Database,https://codeforces.com/problemset/problem/1492/E,"brute force,constructive algorithms,dfs and similar,greedy,implementation"
1831A | Genius's Gambit,https://codeforces.com/problemset/problem/1492/D,"bitmasks,constructive algorithms,greedy,math"
1830F | Maximum width,https://codeforces.com/problemset/problem/1492/C,"binary search,data structures,dp,greedy,two pointers"
1830E | Card Deck,https://codeforces.com/problemset/problem/1492/B,"data structures,greedy,math"
1830D | Three swimmers,https://codeforces.com/problemset/problem/1492/A,math
1830C | Ruler Of The Zoo,https://codeforces.com/problemset/problem/1491/I,"brute force,data structures"
1830B | Yuezheng Ling and Dynamic Tree,https://codeforces.com/problemset/problem/1491/H,"data structures,trees"
1830A | Switch and Flip,https://codeforces.com/problemset/problem/1491/G,"constructive algorithms,graphs,math"
1829H | Magnets,https://codeforces.com/problemset/problem/1491/F,"binary search,constructive algorithms,interactive"
1829G | Fib-tree,https://codeforces.com/problemset/problem/1491/E,"brute force,dfs and similar,divide and conquer,number theory,trees"
1829F | Zookeeper and The Infinite Zoo,https://codeforces.com/problemset/problem/1491/D,"bitmasks,constructive algorithms,dp,greedy,math"
1829E | Pekora and Trampoline,https://codeforces.com/problemset/problem/1491/C,"brute force,data structures,dp,greedy,implementation"
1829D | Minimal Cost,https://codeforces.com/problemset/problem/1491/B,"brute force,math"
1829C | K-th Largest Value,https://codeforces.com/problemset/problem/1491/A,"brute force,greedy,implementation"
1829B | Old Floppy Drive,https://codeforces.com/problemset/problem/1490/G,"binary search,data structures,math"
1829A | Equalize the Array,https://codeforces.com/problemset/problem/1490/F,"binary search,data structures,greedy,math,sortings"
1828B | Accidental Victory,https://codeforces.com/problemset/problem/1490/E,"binary search,data structures,greedy"
1828A | Permutation Transformation,https://codeforces.com/problemset/problem/1490/D,"dfs and similar,divide and conquer,implementation"
1827F | Sum of Cubes,https://codeforces.com/problemset/problem/1490/C,"binary search,brute force,brute force,math"
1827E | Balanced Remainders,https://codeforces.com/problemset/problem/1490/B,"brute force,constructive algorithms,math"
1827D | Dense Array,https://codeforces.com/problemset/problem/1490/A,"greedy,math"
1827C | Flower Shop,https://codeforces.com/problemset/problem/1488/J,"*special problem,data structures,fft,math"
1827B2 | Demonic Invasion,https://codeforces.com/problemset/problem/1488/I,"*special problem,flows"
1827B1 | Build From Suffixes,https://codeforces.com/problemset/problem/1488/H,"*special problem,combinatorics,data structures"
1827A | Painting Numbers,https://codeforces.com/problemset/problem/1488/G,"*special problem,data structures,greedy,number theory"
1826F | Dogecoin,https://codeforces.com/problemset/problem/1488/F,"*special problem,*special problem,binary search,data structures"
1826E | Palindromic Doubles,https://codeforces.com/problemset/problem/1488/E,"*special problem,data structures,dp"
1826D | Problemsolving Marathon,https://codeforces.com/problemset/problem/1488/D,"*special problem,binary search,greedy"
1826C | Two Policemen,https://codeforces.com/problemset/problem/1488/C,"*special problem,binary search,brute force,math"
1826B | RBS Deletion,https://codeforces.com/problemset/problem/1488/B,"*special problem,greedy"
1826A | From Zero To Y,https://codeforces.com/problemset/problem/1488/A,"*special problem,math"
1825B | String Counting,https://codeforces.com/problemset/problem/1487/G,"combinatorics,dp,fft,math"
1825A | Ones,https://codeforces.com/problemset/problem/1487/F,"dp,greedy,shortest paths"
1824E | Cheap Dinner,https://codeforces.com/problemset/problem/1487/E,"brute force,data structures,graphs,greedy,implementation,sortings,two pointers"
1843F2 | Pythagorean Triples,https://codeforces.com/problemset/problem/1487/D,"binary search,brute force,math,number theory"
1843F1 | Minimum Ties,https://codeforces.com/problemset/problem/1487/C,"brute force,constructive algorithms,dfs and similar,graphs,greedy,implementation,math"
1843E | Cat Cycle,https://codeforces.com/problemset/problem/1487/B,"math,number theory"
1843D | Arena,https://codeforces.com/problemset/problem/1487/A,"implementation,sortings"
1843C | Pairs of Paths,https://codeforces.com/problemset/problem/1486/F,"combinatorics,data structures,dfs and similar,dp,trees"
